State ,Tribe Name                                                                            ,Casino_Name                                                 ,Address                                                               ,Game Class Type                       ,Work Phone   ,Work Fax                  ,Email Address                                                                         ,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23        ,Cost
NM    ,Pueblo of Santa Ana                                                                   ,Santa Ana Star Casino                                       ,54 Jemez Canyon Dam Rd Bernalillo NM 87004                            ,Class III                             ,505-867-0000 ,505-771-5353              ,                                                                                      ,      1475 ,     1993 ,          109000 ,          2000 , 27.334        ,  85000000
NM    ,Pueblo of Santa Clara                                                                 ,Santa Claran Hotel Casino                                   ,460 N Riverside Dr Española NM 87532                                  ,Class II & III                        ,505-367-4500 ,505-747-4549              ,                                                                                      ,       650 ,     2001 ,           27000 ,          2010 ,  8.793        ,          
NM    ,Pueblo of Taos                                                                        ,Taos Mountain Casino                                        ,700 Veterans Hwy Taos NM 87571                                        ,Class III                             ,505-737-0777 ,505-737-9521              ,jwelty@taosmountaincasino.com                                                         ,       218 ,     1997 ,           10000 ,          2022 ,  2.082        ,  12000000
NM    ,Pueblo of Tesuque                                                                     ,Tesuque Casino                                              ,7 Tesuque Rd Santa Fe NM 87506                                        ,Class III                             ,800-462-2635 ,                          ,                                                                                      ,       800 ,     1995 ,           72000 ,          2018 ,  6.553        ,  50000000
NV    ,Fort Mojave Indian Tribe                                                              ,Avi Casino                                                  ,10000 Aha Macav Pkwy Laughlin NV 89029                                ,Class II & III                        ,702-535-5555 ,702-535-5514              ,lillardt@avicasino.com                                                                ,       650 ,     1995 ,           25000 ,               , 58            ,  60000000
NV    ,Moapa Band of Paiutes                                                                 ,Moapa Travel Center and Casino                              ,Valley of Fire Highway and I-15 I-15 Moapa NV 89025                   ,Class III                             ,702-864-2604 ,702-864-2603              ,plaza.cm@moapabandofpaiutes.org                                                       ,       100 ,     1999 ,            2500 ,               ,  1            ,          
NV    ,Moapa Band of Paiutes                                                                 ,Moapa Tribal Store                                          ,1 Lincoln St Moapa NV 89025                                           ,Class III                             ,702-865-2758 ,702-864-2603              ,plaza.cm@moapabandofpaiutes.org                                                       ,         5 ,     1988 ,                 ,               ,  1            ,          
NV    ,Washoe Tribe of Nevada and California                                                 ,Wa She Shu Center                                           ,1003 U.S. Hwy 395 N Gardnerville NV 89410                             ,Class III                             ,             ,                          ,wloomis@wdcwashoe.org                                                                 ,      1300 ,     2016 ,           46000 ,               ,  7            ,  10675000
NY    ,Cayuga Nation                                                                         ,Lakeside Entertainment II                                   ,2552 NY-89 Seneca Falls NY 13148                                      ,Class II                              ,315-745-6150 ,315-745-6149              ,                                                                                      ,        55 ,     2013 ,            3000 ,               ,  1.5          ,          
NY    ,Cayuga Nation                                                                         ,Lakeside Entertainment III (E3)                             ,271 Cayuga St Union Springs NY 13160                                  ,Class II                              ,315-221-5464 ,                          ,april.gilson@gocayuga.com                                                             ,        86 ,     2022 ,            2500 ,               ,  1            ,          
NY    ,Cayuga Nation                                                                         ,Lakeside Entertainment IV                                   ,State Route 891 Seneca Fall NY.                                       ,Class II                              ,315-271-2120 ,                          ,Judy.shutter@gocayuga.com                                                             ,       128 ,     2023 ,            4000 ,               ,  1            ,          
NY    ,Cayuga Nation                                                                         ,Lakeside Entertainment I                                    ,126 E Bayard St. Seneca Falls NY 13148                                ,Class II                              ,315-889-5416 ,                          ,                                                                                      ,        78 ,     2004 ,            3500 ,               ,  1            ,          
NY    ,Cayuga Nation                                                                         ,Point Place Casino                                          ,450 452 NY-31 Bridgeport NY 13030                                     ,Class III                             ,315-361-8179 ,                          ,jerry.marrello@pointplacecasino.com                                                   ,       600 ,     2018 ,           65000 ,          2024 ,  5            ,  50000000
NY    ,Cayuga Nation                                                                         ,Turning Stone Casino                                        ,5218 Patrick Rd Verona NY 13478                                       ,Class II & III                        ,315-361-7711 ,315-361-7901              ,pcarmen@oneida-nation.org                                                             ,      2000 ,     1993 ,          125000 ,          2010 , 34            , 370000000
NY    ,Cayuga Nation                                                                         ,Yellow Brick Road Casino                                    ,800 W Genesee St Chittenango NY 13037                                 ,Class III                             ,315-366-9670 ,                          ,lynn.segars@ybrcasino.com                                                             ,       430 ,     2015 ,           80000 ,          2019 , 16.8          ,  20000000
NY    ,Saint Regis Mohawk Tribe                                                              ,Akwesasne Mohawk Casino Resort Akwesasne Community Building ,873 NY-37 Hogansburg NY 13655                                         ,Class II & III                        ,518-358-2222 ,518-358-9722              ,tpapineau@mohawkcasino.com                                                            ,      1800 ,     1999 ,          140000 ,          2011 ,142.6          ,  74000000
NY    ,Seneca Nation of Indians                                                              ,Seneca Gaming and Entertainment - Oil Springs               ,5374 W Shore Rd Cuba NY 14727                                         ,Class II                              ,716-945-4080 ,N/A                       ,jamie.pierce@senecagames.net                                                          ,       300 ,     2014 ,            4500 ,               , 34.19589977   ,   5000000
NY    ,Seneca Nation of Indians                                                              ,Seneca Buffalo Creek Casino                                 ,1 Fulton St Buffalo NY 14204                                          ,Class III                             ,716-710-4427 ,716-299-1200              ,Mpapaj@senecacasinos.com                                                              ,      1100 ,     2007 ,           67000 ,          2013 ,125.3849658    , 130000000
NY    ,Seneca Nation of Indians                                                              ,Seneca Gaming and Entertainment - Salamanca                 ,768 Broad St Salamanca NY 14779                                       ,Class II                              ,716-945-4080 ,716-945-3354              ,jamie.pierce@senecagames.net                                                          ,       340 ,     2004 ,           15000 ,               , 38.75535308   ,          
NY    ,Seneca Nation of Indians                                                              ,Seneca Gaming and Entertainment - Irving                    ,11099 Erie Rd Irving NY 14081                                         ,Class II                              ,716-549-4389 ,716-945-3354              ,todd.papineau@senecagames.net                                                         ,       650 ,     2008 ,           30000 ,               , 74.09111617   ,          
NY    ,Seneca Nation of Indians                                                              ,Seneca Niagara Casino                                       ,310 4th St Niagara Falls NY 14303                                     ,Class II & III                        ,716-501-4181 ,716-299-1200              ,jisrael@senecacasinos.com                                                             ,      2595 ,     2002 ,           82000 ,          2018 ,295.794533     , 320000000
NY    ,Seneca Nation of Indians                                                              ,Seneca Allegany Casino                                      ,777 Seneca Allegany Blvd Salamanca NY 14779                           ,Class III                             ,716-244-5117 ,716-945-7547              ,lhitchcock@senecacasinos.com                                                          ,      1600 ,     2004 ,           68300 ,          2007 ,182.3781321    ,  75800000
OK    ,Absentee Shawnee Tribe of Indians of OK                                               ,Thunderbird Casino - Shawnee                                ,2051 S Gordon Cooper Dr Shawnee OK 74801                              ,Class II & III                        ,405-360-9270 ,405-573-3211              ,SamC@tbecinc.com                                                                      ,       250 ,     2005 ,           23000 ,               ,  7.8          ,          
OK    ,Absentee Shawnee Tribe of Indians of OK                                               ,Thunderbird Entertainment Center                            ,15700 OK-9 Norman OK 73026                                            ,Class II & III                        ,405-360-9270 ,405-360-9288              ,SamC@tbecinc.com                                                                      ,      1200 ,     2003 ,           40000 ,               , 12.9          ,          
OK    ,Apache Tribe of Oklahoma                                                              ,Golden Eagle Casino                                         ,115 Evans Ave Apache OK 73006                                         ,Class II & III                        ,580-588-3630 ,580-588-3234              ,Mspell@goldeneaglecasino.com                                                          ,       400 ,     2013 ,           45000 ,          2017 , 19.6          ,          
OK    ,Cherokee Nation                                                                       ,Cherokee Casino - Fort Gibson                               ,107 N Georgetown Rd Fort Gibson OK 74434                              ,Class II & III                        ,918-207-3593 ,N/A                       ,tara.vest@cnent.com                                                                   ,       450 ,     2004 ,           28500 ,          2012 , 18.83891072   ,  20000000
OK    ,Cherokee Nation                                                                       ,Cherokee Casino - Roland                                    ,109 Cherokee Blvd Roland OK 74954                                     ,Class II & III                        ,918-427-2839 ,918-427-6805              ,chad.mcreynolds@cnent.com                                                             ,       850 ,     1990 ,          170000 ,          2015 , 35.58460913   ,  80000000
OK    ,Cherokee Nation                                                                       ,Cherokee Casino - Sallisaw                                  ,1621 W Ruth Ave Sallisaw OK 74955                                     ,Class II & III                        ,918-427-2839 ,918-776-9086              ,tara.vest@cnent.com                                                                   ,       256 ,     2006 ,           22000 ,               , 10.71724699   ,          
OK    ,Cherokee Nation                                                                       ,Cherokee Casino - South Coffeyville                         ,1506 US-169 South Coffeyville OK 74072                                ,Class II & III                        ,918-225-4200 ,N/A                       ,rusty.stamps@cnent.com                                                                ,       300 ,     2015 ,           17000 ,               , 12.55927381   ,  10000000
OK    ,Cherokee Nation                                                                       ,Cherokee Nation Grove Casino                                ,24979 US-59 Grove OK 74344                                            ,Class II & III                        ,918-783-1300 ,N/A                       ,traci.jones@cnent.com                                                                 ,       400 ,     2016 ,           39000 ,               , 16.74569841   ,  23000000
OK    ,Cherokee Nation                                                                       ,Cherokee Casino Ramona                                      ,31501 US-75 Ramona OK 74061                                           ,Class II & III                        ,918-535-3800 ,918-535-3839              ,rusty.stamps@cnent.com                                                                ,       500 ,     2010 ,           31000 ,          2012 , 20.93212302   ,  18000000
OK    ,Cherokee Nation                                                                       ,Cherokee Casino - Tahlequah                                 ,3307 Seven Clans Ave Tahlequah OK 74464                               ,Class II & III                        ,918-207-3600 ,918-453-1021              ,tara.vest@cnent.com                                                                   ,       525 ,     2019 ,           92000 ,               , 21.97872917   , 170000000
OK    ,Cherokee Nation                                                                       ,Cherokee Casino - West Siloam Springs                       ,2416 US-412 West Siloam Springs OK 74338                              ,Class II & III                        ,800-754-4111 ,918-422-6229              ,tony.nagy@cnent.com                                                                   ,      1500 ,     1997 ,          200000 ,               , 62.79636906   , 100000000
OK    ,Cherokee Nation                                                                       ,Hard Rock Hotel & Casino                                    ,777 W Cherokee St Catoosa OK 74015                                    ,Class II & III                        ,918-384-7800 ,918-266-9937              ,martin.madewell@cnent.com                                                             ,      2600 ,     2009 ,          147000 ,          2019 ,108.8470397    ,  52000000
OK    ,Cheyenne and Arapaho Tribes                                                           ,Lucky Star Travel Center Casino - Hammon                    ,20403 OK-33 Hammon OK 73650                                           ,Class II & III                        ,580-473-2010 ,N/A                       ,cwelbourne@luckystarcasino.org                                                        ,       341 ,     2016 ,                 ,               ,  6.038541667  ,          
OK    ,Cheyenne and Arapaho Tribes                                                           ,Lucky Star Travel Center Casino - Concho                    ,7805 US-81 El Reno OK 73036                                           ,Class II & III                        ,405-422-6500 ,N/A                       ,cwelbourne@luckystarcasino.org                                                        ,       407 ,     1995 ,            8800 ,               ,  7.207291667  ,          
OK    ,Cheyenne and Arapaho Tribes                                                           ,Lucky Star Casino - Clinton                                 ,10347 N 2274 Rd Clinton OK 73601                                      ,Class II & III                        ,580-323-6599 ,580-363-2627              ,cwelbourne@luckystarcasino.org                                                        ,       808 ,     2011 ,           13000 ,               , 14.30833333   ,          
OK    ,Cheyenne and Arapaho Tribes                                                           ,Lucky Star Casino - Concho                                  ,7777 US-81 El Reno OK 73036                                           ,Class II & III                        ,405-262-7612 ,405-262-4429              ,cwelbourne@luckystarcasino.org                                                        ,      1500 ,     1995 ,           45000 ,               , 26.5625       ,          
OK    ,Cheyenne and Arapaho Tribes                                                           ,Lucky Star Casino - Canton                                  ,301 NW Lake Road Canton OK 73724                                      ,Class II & III                        ,580-886-2494 ,580-886-2494              ,cwelbourne@luckystarcasino.org                                                        ,       400 ,     2008 ,                 ,               ,  7.083333333  ,          
OK    ,Cheyenne and Arapaho Tribes                                                           ,Lucky Star Casino - Watonga                                 ,1407 S Clarence Nash Blvd Suite B Watonga OK 73772                    ,Class II & III                        ,580-623-7333 ,580-623-7334              ,cwelbourne@luckystarcasino.org                                                        ,       480 ,     1989 ,          100000 ,          2019 ,  8.5          ,          
OK    ,Chickasaw Nation                                                                      ,Ada Gaming Center                                           ,1500 N Country Club Rd Ada OK 74820                                   ,Class II & III                        ,580-436-3740 ,405-436-4897              ,Lyle.Miller@chickasaw.net                                                             ,       360 ,     1983 ,           22482 ,               , 18.49650062   ,          
OK    ,Chickasaw Nation                                                                      ,Chickasaw Travel Stop - Ada Gaming West                     ,14565 County Rd 3544 Ada OK 74820                                     ,Class II & III                        ,580-310-0900 ,580-272-5107              ,bobby.burton@chickasaw.net                                                            ,       132 ,     2016 ,             716 ,               ,  6.782050226  ,          
OK    ,Chickasaw Nation                                                                      ,Black Gold Casino - Wilson                                  ,288 Mulberry Ln Wilson OK 73463                                       ,Class II & III                        ,580-668-9248 ,580-668-3512              ,charlotte.flanagan@chickasaw.net                                                      ,       200 ,     2001 ,            3744 ,               , 10.27583368   ,          
OK    ,Chickasaw Nation                                                                      ,Chisholm Trail Casino                                       ,7807 US-81 Duncan OK 73533                                            ,Class II & III                        ,580-251-9606 ,580-252-5147              ,tera.williams@chickasaw.net                                                           ,       550 ,     2004 ,           22000 ,               , 28.25854261   ,          
OK    ,Chickasaw Nation                                                                      ,West Bay Casino and Resort                                  ,11840 State Park Rd Kingston OK 73439                                 ,Class II & III                        ,580-564-1220 ,N/A                       ,tiffany.brown@chickasaw.net                                                           ,       275 ,     2023 ,            9600 ,               , 14.12927131   ,  44200000
OK    ,Chickasaw Nation                                                                      ,Newcastle Travel Center                                     ,235 N.W. 24th St. Newcastle Oklahoma 7306                             ,Class II & III                        ,405-387-6013 ,405-387-6053              ,Ryan.Sykes@Chickasaw.net                                                              ,       200 ,     2017 ,           83000 ,               , 10.27583368   ,          
OK    ,Chickasaw Nation                                                                      ,Riverstar Casino                                            ,11801 E2160 Rd Terral OK 73569                                        ,Class II & III                        ,580-757-9090 ,N/A                       ,tera.williams@chickasaw.net                                                           ,       644 ,     2018 ,           36000 ,               , 33.08818444   ,  10000000
OK    ,Chickasaw Nation                                                                      ,Megastar Casino                                             ,4350 S Hwy 377 Kingston OK 73439                                      ,Class II & III                        ,580-564-0100 ,580-564-0101              ,Tiffany.Brown@chickasaw.net                                                           ,       606 ,     2019 ,           58500 ,               , 31.13577604   ,          
OK    ,Chickasaw Nation                                                                      ,Jet Stream Casino                                           ,2001 W Airline Rd Pauls Valley OK 73075                               ,Class II & III                        ,405-331-2500 ,N/A                       ,jaclyn.hull@chickasaw.net                                                             ,        60 ,     2017 ,            1910 ,               ,  3.082750103  ,          
OK    ,Chickasaw Nation                                                                      ,Chickasaw Travel Stop - Davis Gaming                        ,33967 N. County Road Davis Ok 73030                                   ,Class II & III                        ,580-369-4239 ,580-369-4242              ,christina.demoss@chickasaw.net                                                        ,        34 ,     2020 ,             540 ,               ,  1.746891725  ,          
OK    ,Chickasaw Nation                                                                      ,Salt Creek Casino                                           ,1600 US-81 Pocasset OK 73079                                          ,Class II & III                        ,405-459-4000 ,N/A                       ,justin.yahola@chickasaw.net                                                           ,       600 ,     2012 ,            3600 ,               , 30.82750103   ,          
OK    ,Chickasaw Nation                                                                      ,Tishomingo Tobacco Games                                    ,1200 W Main St Tishomingo OK 73460                                    ,Class II                              ,580-731-3373 ,N/A                       ,Nancy.McSwain@chickasaw.net                                                           ,        15 ,     2015 ,                 ,               ,  0.7706875257 ,          
OK    ,Chickasaw Nation                                                                      ,Artesian Casino                                             ,1001 W 1st St Sulphur OK 73086                                        ,Class II & III                        ,580-622-2156 ,580-622-3094              ,justin.williams@chickasaw.net                                                         ,       300 ,     1987 ,           15000 ,          2010 , 15.41375051   ,          
OK    ,Chickasaw Nation                                                                      ,Winstar World Casino and Resort                             ,777 Casino Ave Thackerville OK 73459                                  ,Class II & III                        ,580-276-4229 ,580-276-2597              ,Wayne.McCormick@chickasaw.net                                                         ,     10500 ,     2003 ,          400000 ,          2023 ,539.481268     , 600000000
OK    ,Chickasaw Nation                                                                      ,Chickasaw Travel Stop - Thackerville Gaming                 ,22983 Brown Springs Rd Thackerville OK 73459                          ,Class II                              ,580-276-4706 ,580-276-2164              ,john.demoss@chickasaw.net                                                             ,        34 ,     2015 ,            1189 ,               ,  1.746891725  ,          
OK    ,Chickasaw Nation                                                                      ,Border Casino                                               ,22953 Brown Springs Rd Thackerville OK 73459                          ,Class II & III                        ,405-276-1727 ,405-276-9125              ,John.Demoss@chickasaw.net                                                             ,      2300 ,     2009 ,           88000 ,               ,118.1720873    ,          
OK    ,Chickasaw Nation                                                                      ,Treasure Valley Casino                                      ,12252 Ruppe Road Davis OK 73030                                       ,Class II & III                        ,580-369-2895 ,580-369-2871              ,Christina.Demoss@chickasaw.net                                                        ,       400 ,     2003 ,           19666 ,               , 20.55166735   ,          
OK    ,Chickasaw Nation                                                                      ,Washita Casino                                              ,30639 OK-145 Paoli OK 73074                                           ,Class II & III                        ,405-484-7778 ,405-484-7780              ,Brett.Hagar@chickasaw.net                                                             ,       250 ,     1988 ,            6335 ,               , 12.8447921    ,          
OK    ,Chickasaw Nation                                                                      ,Texoma Casino                                               ,1795 US-70 Kingston OK 73439                                          ,Class II & III                        ,580-564-6000 ,580-564-7933              ,nicky.wallace@chickasaw.net                                                           ,       370 ,     2006 ,            8800 ,               , 19.0102923    ,          
OK    ,Chickasaw Nation                                                                      ,Madill Gaming Center                                        ,902 S 1st St Madill OK 73446                                          ,Class II & III                        ,580-795-7301 ,580-795-7302              ,angie.perry@chickasaw.net                                                             ,        99 ,     2010 ,            2710 ,               ,  5.08653767   ,          
OK    ,Chickasaw Nation                                                                      ,Newcastle Gaming Center                                     ,2457 Highway 62 N Service Rd Newcastle OK 73065                       ,Class II & III                        ,405-387-6013 ,405-387-6053              ,Ryan.Sykes@chickasaw.net                                                              ,      3000 ,     1998 ,          112000 ,               ,154.1375051    ,          
OK    ,Chickasaw Nation                                                                      ,Riverwind Casino                                            ,1544 OK-9 Norman OK 73072                                             ,Class II & III                        ,405-573-4040 ,405-573-4765              ,justin.yahola@chickasaw.net                                                           ,      2700 ,     2006 ,          219000 ,          2009 ,138.7237546    ,          
OK    ,Chickasaw Nation                                                                      ,Goldsby Gaming Center                                       ,1038 W Sycamore Rd Norman OK 73072                                    ,Class II & III                        ,405-329-5447 ,405-321-7892              ,justin.yahola@chickasaw.net                                                           ,       361 ,     1995 ,           23000 ,          2005 , 18.54787979   ,  30000000
OK    ,Chickasaw Nation                                                                      ,Gold Mountain Casino - Ardmore                              ,1410 Sam Noble Pkwy Ardmore OK 73401                                  ,Class II & III                        ,580-223-3301 ,580-223-5464              ,johnnyC.wilson@chickasaw.net                                                          ,       300 ,     2002 ,            8620 ,               , 15.41375051   ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Heavener Travel Plaza                                       ,505 US-59 Heavener OK 74937                                           ,Class II & III                        ,918-653-3769 ,N/A                       ,ashipman@choctawnation.com                                                            ,        37 ,     1995 ,                 ,               ,  2.555469384  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Hugo Travel Center                         ,1908 W Jackson St Hugo OK 74743                                       ,Class II & III                        ,580-317-9109 ,N/A                       ,                                                                                      ,        30 ,     1992 ,           10200 ,               ,  2.072002203  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Pocola Travel Plaza                                         ,3380 Choctaw Rd Pocola OK 74902                                       ,Class II & III                        ,N/A          ,N/A                       ,cchaser@choctawnation.com                                                             ,        42 ,     2020 ,            1666 ,               ,  2.900803085  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Idabel Travel Plaza                        ,2449 E SE Washington St Idabel OK 74745                               ,Class II & III                        ,580-286-2596 ,580-286-9403              ,amyd@choctawnation.com                                                                ,        38 ,     2012 ,             518 ,               ,  2.624536124  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Antlers Travel Plaza                       ,1319 W Main St Antlers OK 74523                                       ,Class II & III                        ,580-298-1001 ,580-298-1004              ,                                                                                      ,        47 ,     1999 ,                 ,               ,  3.246136785  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Grant Travel Plaza                         ,1502 US-271 Grant OK 74738                                            ,Class II & III                        ,580-326-7595 ,N/A                       ,shanisg@choctawnation.com                                                             ,        40 ,     1992 ,                 ,               ,  2.762669604  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Stigler                                    ,1801 E Main St Stigler OK 74462                                       ,Class II & III                        ,918-867-8364 ,918-967-8714              ,cbowman@choctawnation.com                                                             ,       200 ,     2017 ,            7800 ,               , 13.81334802   ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - McAlester                                  ,1638 S George Nigh Expy McAlester OK 74501                            ,Class II & III                        ,918-423-8161 ,918-423-7938              ,ltucker@choctawnation.com                                                             ,       623 ,     2009 ,           30000 ,               , 43.02857909   ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Atoka Travel Plaza                         ,1302 S Mississippi Ave Atoka OK 74525                                 ,Class II & III                        ,580-364-0056 ,580-364-0057              ,slance@choctawnation.com                                                              ,        30 ,     2002 ,                 ,          2024 ,  2.072002203  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Poteau Travel Plaza                        ,4105 N Broadway St Poteau OK 74953                                    ,Class II & III                        ,918-649-0273 ,918-649-0534              ,ashipman@choctawnation.com                                                            ,       150 ,     1995 ,             900 ,               , 10.36001102   ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Stringtown Travel Plaza                    ,897 US-69 Stringtown OK 74569                                         ,Class II & III                        ,580-346-7478 ,N/A                       ,slance@choctawnation.com                                                              ,        35 ,     2016 ,             900 ,               ,  2.417335904  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Wilburton Travel Plaza                     ,902 W Main St Wilburton OK 74578                                      ,Class II & III                        ,918-465-9675 ,918-465-0304              ,branderson@choctawnation.com                                                          ,        50 ,     2011 ,             700 ,               ,  3.453337005  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Broken Bow Travel Plaza                    ,1800 S Park Dr Broken Bow OK 74728                                    ,Class II & III                        ,580-584-5528 ,580-584-5427              ,amyd@choctawnation.com                                                                ,        40 ,     2014 ,                 ,               ,  2.762669604  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Idabel                                     ,1425 E Washington St Idabel OK 74745                                  ,Class II & III                        ,580-286-2596 ,580-286-3852              ,amyd@choctawnation.com                                                                ,        25 ,     1999 ,             400 ,               ,  1.726668503  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Pocola                                     ,3400 Choctaw Rd Pocola OK 74902                                       ,Class II & III                        ,800-590-5825 ,918-436-1961              ,cchaser@choctawnation.com                                                             ,      1700 ,     1994 ,           87573 ,          2024 ,117.4134582    ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Stringtown                                 ,893 US-69 Stringtown OK 74569                                         ,Class II & III                        ,580-346-7862 ,580-346-7875              ,slance@choctawnation.com                                                              ,       226 ,     2003 ,           14761 ,               , 15.60908326   ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino Too - McAlester Travel Plaza                 ,1640 S George Nigh Expy McAlester OK 74501                            ,Class II & III                        ,918-426-6404 ,918-426-6464              ,lila.tucker@choctawcasinos.com                                                        ,        85 ,     2011 ,            2500 ,               ,  5.870672909  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Durant Travel Plaza (East)                 ,4015 Choctaw Rd Durant OK 74701                                       ,Class II & III                        ,580-920-2186 ,580-920-0024              ,jshutlz@choctawnation.com                                                             ,        50 ,     1989 ,             800 ,               ,  3.453337005  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Durant Travel Plaza (West)                 ,4305 Choctaw Rd Calera OK 74730                                       ,Class II & III                        ,580-931-8872 ,580-920-0024              ,jshutlz@choctawnation.com                                                             ,        45 ,     1996 ,            1100 ,               ,  3.108003305  ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino and Resort - Durant                          ,4216 US-69 Durant OK 74701                                            ,Class II & III                        ,580-920-0160 ,580-920-0024              ,jpenz@choctawnation.com                                                               ,      7400 ,     1987 ,          218844 ,          2023 ,511.0938768    , 860000000
OK    ,Citizen Potawatomi Nation                                                             ,Firelake Travel Plaza                                       ,765 Grand Casino Blvd Shawnee OK 74804                                ,Class II & III                        ,N/A          ,405-964-7261              ,jgarcia@potawatomi.org                                                                ,         5 ,     1994 ,                 ,               ,  0.1483427862 ,          
OK    ,Citizen Potawatomi Nation                                                             ,Golf Clubhouse                                              ,1901 S Gordon Cooper Dr Shawnee OK 74801                              ,Class III                             ,405-878-4862 ,405-273-0686              ,jgarcia@potawatomi.org                                                                ,        16 ,     1989 ,                 ,          2015 ,  0.474696916  ,          
OK    ,Citizen Potawatomi Nation                                                             ,Firelake Entertainment Center                               ,41207 Hardesty Rd Shawnee OK 74801                                    ,Class II & III                        ,405-878-4862 ,405-273-0686              ,lcanada@potawatomi.org                                                                ,       800 ,     1982 ,           49500 ,          1995 , 23.7348458    ,          
OK    ,Citizen Potawatomi Nation                                                             ,Grand Casino Hotel Resort                                   ,777 Grand Casino Blvd Shawnee OK 74804                                ,Class II & III                        ,405-964-7263 ,405-964-7261              ,jgarcia@potawatomi.org                                                                ,      2000 ,     2006 ,          125000 ,          2011 , 59.3371145    ,          
OK    ,Comanche Nation                                                                       ,War Pony Casino                                             ,250652 E 2000 Rd Devol OK 73531                                       ,Class II & III                        ,580-250-3060 ,N/A                       ,jaym@comanchemail.com                                                                 ,       250 ,     2022 ,                 ,               ,  5.750565824  ,          
OK    ,Comanche Nation                                                                       ,Comanche Cache Casino                                       ,16193 OK-115 Cache OK 73527                                           ,Class II & III                        ,580-250-3030 ,N/A                       ,shandit@comanchemail.com                                                              ,       250 ,     2021 ,           17000 ,               ,  5.750565824  ,          
OK    ,Comanche Nation                                                                       ,Comanche Nation Travel Plaza                                ,250510 East 2000 Road Devol OK 73531                                  ,Class II & III                        ,580-299-3445 ,580-299-3436              ,jaym@comanchemail.com                                                                 ,        45 ,     2013 ,                 ,               ,  1.035101848  ,          
OK    ,Comanche Nation                                                                       ,Comanche Nation Casino                                      ,402 SE Interstate Dr Lawton OK 73501                                  ,Class II & III                        ,508-354-2000 ,580-595-9836              ,kennethg@comanchemail.com                                                             ,       800 ,     2007 ,           58000 ,               , 18.40181064   ,          
OK    ,Comanche Nation                                                                       ,Comanche Red River Casino                                   ,196747 OK-36 Devol OK 73531                                           ,Class II & III                        ,580-299-3378 ,580-299-3422              ,jaym@comanchemail.com                                                                 ,      1000 ,     2014 ,           53000 ,               , 23.0022633    ,  12000000
OK    ,Comanche Nation                                                                       ,Comanche Spur Casino                                        ,9047 U.S. Highway 62 Elgin OK 73538                                   ,Class II & III                        ,580-492-5502 ,580-492-4020              ,BohoneP@comanchemail.com                                                              ,       176 ,     2003 ,            2400 ,               ,  4.04839834   ,          
OK    ,Comanche Nation                                                                       ,Comanche Star Casino                                        ,263171 OK-53 Walters OK 73572                                         ,Class II & III                        ,580-875-2092 ,580-875-3504              ,jennifers@comanchemail.com                                                            ,       130 ,     2009 ,           33000 ,               ,  2.990294229  ,          
