State ,Tribe Name                                                                            ,Casino Name                                                 ,Address                                                               ,Game Class Type                       ,Work Phone   ,Work Fax                     ,Email Address                                                                         ,SeatsSlots ,Open_Date ,SquareFeetGaming ,Renovation_Expansion_completeDate ,CasinoWebsiteLink                                                                                                                                                                                                                                                                                                                    ,Cost
OK    ,Chickasaw Nation                                                                      ,Newcastle Travel Center                                     ,235 N.W. 24th St. Newcastle Oklahoma 7306                             ,Class II & III                        ,405-387-6013 ,405-387-6053                 ,Ryan.Sykes@Chickasaw.net                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Riverstar Casino                                            ,11801 E2160 Rd Terral OK 73569                                        ,Class II & III                        ,580-757-9090 ,N/A                          ,tera.williams@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Megastar Casino                                             ,4350 S Hwy 377 Kingston OK 73439                                      ,Class II & III                        ,580-564-0100 ,580-564-0101                 ,Tiffany.Brown@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Jet Stream Casino                                           ,2001 W Airline Rd Pauls Valley OK 73075                               ,Class II & III                        ,405-331-2500 ,N/A                          ,jaclyn.hull@chickasaw.net                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Chickasaw Travel Stop - Davis Gaming                        ,33967 N. County Road Davis Ok 73030                                   ,Class II & III                        ,580-369-4239 ,580-369-4242                 ,christina.demoss@chickasaw.net                                                        ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Salt Creek Casino                                           ,1600 US-81 Pocasset OK 73079                                          ,Class II & III                        ,405-459-4000 ,N/A                          ,justin.yahola@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Tishomingo Tobacco Games                                    ,1200 W Main St Tishomingo OK 73460                                    ,Class II                              ,580-731-3373 ,N/A                          ,Nancy.McSwain@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Artesian Casino                                             ,1001 W 1st St Sulphur OK 73086                                        ,Class II & III                        ,580-622-2156 ,580-622-3094                 ,justin.williams@chickasaw.net                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Winstar World Casino and Resort                             ,777 Casino Ave Thackerville OK 73459                                  ,Class II & III                        ,580-276-4229 ,580-276-2597                 ,Wayne.McCormick@chickasaw.net                                                         ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Chickasaw Travel Stop - Thackerville Gaming                 ,22983 Brown Springs Rd Thackerville OK 73459                          ,Class II                              ,580-276-4706 ,580-276-2164                 ,john.demoss@chickasaw.net                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Border Casino                                               ,22953 Brown Springs Rd Thackerville OK 73459                          ,Class II & III                        ,405-276-1727 ,405-276-9125                 ,John.Demoss@chickasaw.net                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Treasure Valley Casino                                      ,12252 Ruppe Road Davis OK 73030                                       ,Class II & III                        ,580-369-2895 ,580-369-2871                 ,Christina.Demoss@chickasaw.net                                                        ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Washita Casino                                              ,30639 OK-145 Paoli OK 73074                                           ,Class II & III                        ,405-484-7778 ,405-484-7780                 ,Brett.Hagar@chickasaw.net                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Texoma Casino                                               ,1795 US-70 Kingston OK 73439                                          ,Class II & III                        ,580-564-6000 ,580-564-7933                 ,nicky.wallace@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Madill Gaming Center                                        ,902 S 1st St Madill OK 73446                                          ,Class II & III                        ,580-795-7301 ,580-795-7302                 ,angie.perry@chickasaw.net                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Newcastle Gaming Center                                     ,2457 Highway 62 N Service Rd Newcastle OK 73065                       ,Class II & III                        ,405-387-6013 ,405-387-6053                 ,Ryan.Sykes@chickasaw.net                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Riverwind Casino                                            ,1544 OK-9 Norman OK 73072                                             ,Class II & III                        ,405-573-4040 ,405-573-4765                 ,justin.yahola@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Goldsby Gaming Center                                       ,1038 W Sycamore Rd Norman OK 73072                                    ,Class II & III                        ,405-329-5447 ,405-321-7892                 ,justin.yahola@chickasaw.net                                                           ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Chickasaw Nation                                                                      ,Gold Mountain Casino - Ardmore                              ,1410 Sam Noble Pkwy Ardmore OK 73401                                  ,Class II & III                        ,580-223-3301 ,580-223-5464                 ,johnnyC.wilson@chickasaw.net                                                          ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Heavener Travel Plaza                                       ,505 US-59 Heavener OK 74937                                           ,Class II & III                        ,918-653-3769 ,N/A                          ,ashipman@choctawnation.com                                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Hugo Travel Center                         ,1908 W Jackson St Hugo OK 74743                                       ,Class II & III                        ,580-317-9109 ,N/A                          ,                                                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Pocola Travel Plaza                                         ,3380 Choctaw Rd Pocola OK 74902                                       ,Class II & III                        ,N/A          ,N/A                          ,cchaser@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Idabel Travel Plaza                        ,2449 E SE Washington St Idabel OK 74745                               ,Class II & III                        ,580-286-2596 ,580-286-9403                 ,amyd@choctawnation.com                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Antlers Travel Plaza                       ,1319 W Main St Antlers OK 74523                                       ,Class II & III                        ,580-298-1001 ,580-298-1004                 ,                                                                                      ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Grant Travel Plaza                         ,1502 US-271 Grant OK 74738                                            ,Class II & III                        ,580-326-7595 ,N/A                          ,shanisg@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Stigler                                    ,1801 E Main St Stigler OK 74462                                       ,Class II & III                        ,918-867-8364 ,918-967-8714                 ,cbowman@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - McAlester                                  ,1638 S George Nigh Expy McAlester OK 74501                            ,Class II & III                        ,918-423-8161 ,918-423-7938                 ,ltucker@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Atoka Travel Plaza                         ,1302 S Mississippi Ave Atoka OK 74525                                 ,Class II & III                        ,580-364-0056 ,580-364-0057                 ,slance@choctawnation.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Poteau Travel Plaza                        ,4105 N Broadway St Poteau OK 74953                                    ,Class II & III                        ,918-649-0273 ,918-649-0534                 ,ashipman@choctawnation.com                                                            ,           ,          ,                 ,                                  ,https://www.dallasnews.com/business/real-estate/2019/04/26/oklahoma-s-choctaw-resort-and-casino-makes-big-play-for-business-with-new-1000-room-tower/                                                                                                                                                                                ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Stringtown Travel Plaza                    ,897 US-69 Stringtown OK 74569                                         ,Class II & III                        ,580-346-7478 ,N/A                          ,slance@choctawnation.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Wilburton Travel Plaza                     ,902 W Main St Wilburton OK 74578                                      ,Class II & III                        ,918-465-9675 ,918-465-0304                 ,branderson@choctawnation.com                                                          ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Broken Bow Travel Plaza                    ,1800 S Park Dr Broken Bow OK 74728                                    ,Class II & III                        ,580-584-5528 ,580-584-5427                 ,amyd@choctawnation.com                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Idabel                                     ,1425 E Washington St Idabel OK 74745                                  ,Class II & III                        ,580-286-2596 ,580-286-3852                 ,amyd@choctawnation.com                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Pocola                                     ,3400 Choctaw Rd Pocola OK 74902                                       ,Class II & III                        ,800-590-5825 ,918-436-1961                 ,cchaser@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Stringtown                                 ,893 US-69 Stringtown OK 74569                                         ,Class II & III                        ,580-346-7862 ,580-346-7875                 ,slance@choctawnation.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino Too - McAlester Travel Plaza                 ,1640 S George Nigh Expy McAlester OK 74501                            ,Class II & III                        ,918-426-6404 ,918-426-6464                 ,lila.tucker@choctawcasinos.com                                                        ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Durant Travel Plaza (East)                 ,4015 Choctaw Rd Durant OK 74701                                       ,Class II & III                        ,580-920-2186 ,580-920-0024                 ,jshutlz@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino - Durant Travel Plaza (West)                 ,4305 Choctaw Rd Calera OK 74730                                       ,Class II & III                        ,580-931-8872 ,580-920-0024                 ,jshutlz@choctawnation.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Choctaw Nation of Oklahoma                                                            ,Choctaw Casino and Resort - Durant                          ,4216 US-69 Durant OK 74701                                            ,Class II & III                        ,580-920-0160 ,580-920-0024                 ,jpenz@choctawnation.com                                                               ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Citizen Potawatomi Nation                                                             ,Firelake Travel Plaza                                       ,765 Grand Casino Blvd Shawnee OK 74804                                ,Class II & III                        ,N/A          ,405-964-7261                 ,jgarcia@potawatomi.org                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Citizen Potawatomi Nation                                                             ,Golf Clubhouse                                              ,1901 S Gordon Cooper Dr Shawnee OK 74801                              ,Class III                             ,405-878-4862 ,405-273-0686                 ,jgarcia@potawatomi.org                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Citizen Potawatomi Nation                                                             ,Firelake Entertainment Center                               ,41207 Hardesty Rd Shawnee OK 74801                                    ,Class II & III                        ,405-878-4862 ,405-273-0686                 ,lcanada@potawatomi.org                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Citizen Potawatomi Nation                                                             ,Grand Casino Hotel Resort                                   ,777 Grand Casino Blvd Shawnee OK 74804                                ,Class II & III                        ,405-964-7263 ,405-964-7261                 ,jgarcia@potawatomi.org                                                                ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,War Pony Casino                                             ,250652 E 2000 Rd Devol OK 73531                                       ,Class II & III                        ,580-250-3060 ,N/A                          ,jaym@comanchemail.com                                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,Comanche Cache Casino                                       ,16193 OK-115 Cache OK 73527                                           ,Class II & III                        ,580-250-3030 ,N/A                          ,shandit@comanchemail.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,Comanche Nation Travel Plaza                                ,250510 East 2000 Road Devol OK 73531                                  ,Class II & III                        ,580-299-3445 ,580-299-3436                 ,jaym@comanchemail.com                                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,Comanche Nation Casino                                      ,402 SE Interstate Dr Lawton OK 73501                                  ,Class II & III                        ,508-354-2000 ,580-595-9836                 ,kennethg@comanchemail.com                                                             ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,Comanche Red River Casino                                   ,196747 OK-36 Devol OK 73531                                           ,Class II & III                        ,580-299-3378 ,580-299-3422                 ,jaym@comanchemail.com                                                                 ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,Comanche Spur Casino                                        ,9047 U.S. Highway 62 Elgin OK 73538                                   ,Class II & III                        ,580-492-5502 ,580-492-4020                 ,BohoneP@comanchemail.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Comanche Nation                                                                       ,Comanche Star Casino                                        ,263171 OK-53 Walters OK 73572                                         ,Class II & III                        ,580-875-2092 ,580-875-3504                 ,jennifers@comanchemail.com                                                            ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Delaware Nation                                                                       ,Casino Oklahoma                                             ,220 E Cummins St Hinton OK 73047                                      ,Class II & III                        ,405-542-4200 ,405-542-4001                 ,jgragg@casino-ok.com                                                                  ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Delaware Nation                                                                       ,Gold River Casino                                           ,31064 US-281 Anadarko OK 73005                                        ,Class II & III                        ,405-247-6979 ,405-247-6979                 ,lbarker@goldriverok.com                                                               ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Eastern Shawnee Tribe of Oklahoma                                                     ,Bordertown Outpost Casino                                   ,69701 E 100 Rd Wyandotte OK 74370                                     ,Class II & III                        ,918-666-9300 ,N/A                          ,melc@indigoskycasino.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Eastern Shawnee Tribe of Oklahoma                                                     ,Indigo Sky Casino                                           ,70220 US-60 Wyandotte OK 74370                                        ,Class II & III                        ,N/A          ,N/A                          ,melc@indigoskycasino.com                                                              ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Fort Sill Apache Tribe of Oklahoma                                                    ,Warm Springs Casino                                         ,15175 OK-9 Anadarko OK 73005                                          ,Class II & III                        ,580-483-0191 ,N/A                          ,brian.gooden@apachecasinohotel.com                                                    ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
OK    ,Fort Sill Apache Tribe of Oklahoma                                                    ,Apache Casino Hotel                                         ,2315 E Gore Blvd Lawton OK 73501                                      ,Class II & III                        ,580-248-5905 ,580-248-2344                 ,brian.gooden@apachecasinohotel.com                                                    ,           ,          ,                 ,                                  ,                                                                                                                                                                                                                                                                                                                                     ,          
